CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Chintalapudi B.O,531030,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.0506770,83.0106230
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Tamarabba B.O,531030,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6542140,82.4265470
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Gokivada B.O,531061,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5514350,82.9093550
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Govindapalem B.O,531061,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.4556630,82.9171660
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Haripuram B.O,531061,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5073210,82.8962230
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kalavalapalle B.O,531061,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.4794750,82.9130030
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kothuru B.O,531061,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5261460,82.9018880
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Muddurthi B.O,531023,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7713550,82.9675480
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Pedamushidivada B.O,531019,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7181380,83.1005860
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Chowduvada B.O,531034,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8389947,83.0010731
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Gondupalem B.O,531034,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8652258,83.0274552
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,K Santhaplem B.O,531034,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8732391,83.0817509
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Singannadorapalem B.O,531034,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8967272,83.0512946
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Iti Araku B.O,531149,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.3273490,82.8775220
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Lother B.O,531149,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.3382600,83.0535890
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Madagada B.O,531149,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2747989,82.9122565
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Siragam B.O,531149,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2865066,82.8528416
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Guntaseema B.O,531151,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2688840,82.6860233
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kandrum B.O,531151,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.3071133,82.7594583
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kithalangi B.O,531151,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2527150,82.8252033
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Rangelisingi B.O,531151,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2880554,82.6654964
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Sagara B.O,531151,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.3583295,82.8169365
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Tutangi B.O,531151,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2434266,82.6802383
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Dibbapalem SEZ R.H Colony BO,531011,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5108676,82.9716503
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Dumbriguda B.O,531151,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2866000,82.7911583
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Gattum B.O,531151,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.1812433,82.8394800
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kinchumanda B.O,531151,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2433933,82.7959966
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Sovva B.O,531151,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.4242339,82.8028203
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Dupputuru B.O,531011,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5340558,82.9786090
Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Rompalli B.O,535273,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.3102030,83.2209420
Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Bheempolu B.O,535145,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8875170,83.4456800
Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Kasipatnam B.O,535145,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.6529130,83.2964170
Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Konapuram B.O,535145,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.6539630,78.8375570
Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Kondiba B.O,535145,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2031320,83.0280820
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Lalamkoduru B.O,531011,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.4922668,82.9608458
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Chukkapalle B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8553280,82.9447780
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kandepalli B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8330550,82.9092690
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,LAXMIPURAM B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8265180,82.8981110
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Turuvolu B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9265030,82.9244610
Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Kothuru B.O,535145,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.7028490,84.2344660
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Bennavolu B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7741740,82.8990510
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Chinanadipalli B.O,531030,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9455980,82.9834270
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Raivada B.O,531030,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9885650,82.9635980
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Garisingi B.O,531030,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9529740,82.9165390
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Gorapudi B.O,531061,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.4695000,82.9375930
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Rambilli B.O,531061,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.4649970,82.9296970
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Bhogapuram B.O,531023,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7770770,82.9538150
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Juttada B.O,531023,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8227590,82.9666040
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Lankelapalem B.O,531019,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6875840,83.0962940
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Narsingaraopeta B.O,531019,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6907384,83.0574327
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Valluru B.O,531019,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6533730,83.0375000
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Arle B.O,531034,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8721440,83.0547310
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Gullepalle B.O,531034,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8517447,83.0170874
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Medicherla B.O,531034,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8544130,83.0012210
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Rongalinaidupalem B.O,531034,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8812653,83.0101667
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,NSTL B.O,530027,BO,Non Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7458260,83.2372900
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Maduthuru B.O,531011,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5597855,83.0128834
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Chettupalle B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9024716,82.9283416
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kandipudi B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7559890,82.8894420
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Mallam B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7371870,82.9087540
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Varahapuram B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8653260,82.9121880
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Timmannapalem B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6894820,83.1675800
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Neelakantapuram B.O,531036,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7388500,82.8990510
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Alamanda B.O,531030,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9318080,83.0032360
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kasipuram B.O,531030,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9596830,82.9904650
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kiverla B.O,531030,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.0755040,82.9373790
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Tenugupudi B.O,531030,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9522250,82.9361340
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Zeenabadu B.O,531030,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.0057800,82.9575060
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Dharapalem B.O,531061,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5395690,82.9005150
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Duddupalem B.O,531023,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7682400,83.0215050
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Rayapurajupeta B.O,531023,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8113190,82.9811100
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Maredupudi B.O,531019,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6851610,83.0649970
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kothapenta B.O,531034,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9040997,83.0000005
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Pydampeta B.O,531034,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8667132,83.0017047
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Atcherla B.O,531031,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6552962,82.8553533
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Prahladapuram B.O,530027,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7620110,83.2211540
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Dibbapalem B.O,530044,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6322410,83.2365480
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Gangavaram B.O,530044,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6214620,83.2297930
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Gandigundam B.O,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8427490,83.2559530
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Gidijala B.O,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8920360,83.2967520
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Gorapalle B.O,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8127950,83.1568600
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Gurrampalem B.O,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8202650,83.1985300
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Pedagadi B.O,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7965830,83.1776280
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Rampuram B.O,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7892320,83.1568600
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Penta B.O,531219,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9621260,83.2780280
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Ananthavaram B.O,531219,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9674590,83.2937430
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Duvvada B.O,530049,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7000600,83.1535990
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Pedamadaka B.O,530053,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6405150,83.1139620
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Yendada B.O,530045,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7771210,83.3615750
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Pedagadili B.O,530040,BO,Non Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7592250,83.3197090
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Sri krishnapuram B.O,530040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7697090,83.2811530
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Dayalnagar B.O,530043,BO,Non Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7537700,83.3462100
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Boddapalem B.O,531163,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7303920,83.2867220
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Boyapalem B.O,531163,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7303920,83.2867220
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Vemulavalasa B.O,530052,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8949110,83.3809420
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Amanam B.O,531162,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9588070,83.4616880
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Nagamayyapalem B.O,531162,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7118270,83.1963810
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Tallavalasa B.O,531162,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9037630,83.4029740
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Yarada B.O,530005,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6631000,83.2780280
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Yellapuvanipalem B.O,530027,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7375520,83.2164680
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Balacheruvu B.O,530044,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6543650,83.1961380
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,V. Juttada B.O,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8249990,83.2325330
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Gopalapuram B.O,531002,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6914259,17.6914259
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Boddaput B.O,531077,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.5645740,82.3263560
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Konkasingi B.O,531084,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6519866,82.3713633
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Nadimpalem B.O,531084,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7436633,82.3688033
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Old K D Peta B.O,531084,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6734850,82.3771833
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Pappusettipalem B.O,531084,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6884840,82.3408560
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Bennabhupalapatnam B.O,531118,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7485822,82.5973823
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Butchampeta B.O,531118,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7322163,82.6054370
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Chettupalle B.O,531118,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6832416,82.6492138
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Sanivaram B.O,531118,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8689340,82.5688817
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Rachapalli B.O,531113,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6111290,82.7404530
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Marripalem B.O,531115,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5844940,82.5369360
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kindangi B.O,531024,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.0735202,82.6825671
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Legisipalli B.O,531024,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.0559383,82.6650832
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Basiputtu B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2376533,82.3660300
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Jarrela B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.3494886,82.5075048
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Jolaput B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.4556450,82.5437660
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kilagada B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.3199980,82.5350861
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Sujanakota B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.3833729,82.5438033
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Vanabhangi B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2152950,82.5856966
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Laxmipeta B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2515340,82.5453260
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Koravangi B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.2590160,82.4405120
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Injari B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.1667100,82.3900370
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Vanagumma B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.4785370,82.4645840
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,MUDAPAKA,531173,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8294830,83.2131210
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Gandhavaram B.O,531219,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9812860,83.2780280
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Kovvada B.O,531219,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9484630,83.2452480
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Kusuluwada B.O,531219,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9259970,83.2773590
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Venkatapuram B.O,530029,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7566920,83.2142960
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Vedullanarava B.O,530049,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7165510,83.1467920
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Devada B.O,530031,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5670310,83.1166440
Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Ainada B.O,535005,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.0463760,83.3804050
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Gudivada B.O,531083,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.3994640,82.7914086
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Pedauppalam B.O,531083,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.4243359,82.7973166
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Revupolavaram B.O,531083,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.4487120,82.7393288
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Timmapuram B.O,531083,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.4299944,82.7443767
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Gunnempudi B.O,531025,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7629083,82.8312883
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Marupaka B.O,531025,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7754749,82.7964233
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Medivada B.O,531025,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7840783,82.7799166
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Seethayyapeta B.O,531025,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7322433,82.8313683
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Tattabanda B.O,531025,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7216016,82.7956133
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,China Appannapalem B.O,531026,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.8222528,82.8826649
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Chinamadina B.O,531026,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7560329,82.8611108
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Sarabhannapalem B.O,531084,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7576866,82.3692966
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Manchala B.O,531028,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9477816,82.8848699
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Sirijam B.O,531028,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.9331150,82.8693166
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Bapiraju Kothapalli B.O,531085,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5947005,82.6487284
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kodavatipudi B.O,531085,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.4883910,82.6064690
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Lingapuram B.O,531085,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5667998,82.6680000
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Dondapudi B.O,531114,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.7618439,82.7245879
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Chintalapudi B.O,531087,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.6293846,82.2894087
